DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities,Target
Balrampur,UTRAULA,GEN,ARIF ANWAR HASHMI,M,GEN,52,SP,56066,2,0,Post Graduate,48930422,4721792,0
Gonda,MEHNAUN,GEN,ARSHAD ALI KHAN,M,GEN,52,BSP,47926,2,1,Post Graduate,1315429,0,0
Auraiya,AURAIYA,SC,BHIMRAO AMBEDKAR,M,SC,52,BSP,51718,2,0,Graduate,4161850,0,0
Allahabad,SORAON,SC,GEETA DEVI,F,SC,52,BSP,60079,2,0,12th Pass,15075782,6.00E+05,0
Agra,AGRA CANTT,SC,GUTIYARI LAL DUWESH,M,SC,52,BSP,66853,2,0,Literate,54117613,12304057,0
Agra,AGRA RURAL,SC,KALICHARAN SUMAN,M,SC,52,BSP,64591,2,0,Post Graduate,17850449,229263,0
Sant Kabir Nagar,KHALILABAD,GEN,MASHHOOR ALAM CHOUDHARY,M,GEN,52,BSP,56024,2,1,12th Pass,157568642,1410074,0
Sultanpur,SADAR,GEN,RAJ PRASAD UPADHAYAY,M,GEN,52,BSP,50177,2,0,Post Graduate,36385013,325000,0
Aligarh,IGLAS,SC,RAJENDRA KUMAR,M,SC,52,BSP,53200,2,1,Graduate,20787906,6.00E+05,0
Gorakhpur,CHILLUPAR,GEN,RAJESH TRIPATHI,M,GEN,52,BJP,74818,2,4,Graduate,10102828,780000,0
Bijnor,NAJIBABAD,GEN,RAJIV KUMAR AGARWAL,M,GEN,52,BJP,79080,2,0,Post Graduate,14757253,1738467,0
Unnao,SAFIPUR,SC,RAM BARAN,M,SC,52,BSP,56832,2,1,Graduate,18779585,1.00E+06,0
Ambedkar Nagar,AKBARPUR,GEN,RAM MURTI VERMA,M,GEN,52,SP,58312,2,0,12th Pass,33875383,8807232,0
Kanpur Nagar,SISHAMAU,GEN,SURESH AWASTHI,M,GEN,52,BJP,67204,2,1,Post Graduate,58387727,1039041,0
Sant Ravidas Nagar,BHADOHI,GEN,ZAHID BEG,M,GEN,52,SP,78414,2,3,12th Pass,14246039,0,0
Faizabad,BIKAPUR,GEN,ANAND SEN,M,GEN,53,SP,67422,2,2,12th Pass,44753183,931795,0
Chandauli,MUGHALSARAI,GEN,BABULAL,M,GEN,53,SP,74158,2,7,Graduate,17705094,0,0
Agra,ETMADPUR,GEN,DR. DHARMPAL SINGH,M,GEN,53,BSP,90126,2,0,Doctorate,34067463,3057619,0
Allahabad,ALLAHABAD SOUTH,GEN,HAJI PARVEZ  AHMAD TANKI,M,GEN,53,SP,64424,2,1,12th Pass,87856934,13713068,0
Kushinagar,HATA,GEN,RADHESHYAM SINGH,M,GEN,53,SP,50788,2,8,Post Graduate,41833600,7278520,0
Mathura,GOVERDHAN,GEN,RAJ KUMAR RAWAT,M,GEN,53,BSP,60529,2,0,Graduate,54093766,808052,0
Firozabad,JASRANA,GEN,SHIVPRATAP SINGH,M,GEN,53,SP,83098,2,0,Post Graduate,21313937,178562,0
Azamgarh,GOPALPUR,GEN,SHRIKRISHNA PAL,M,GEN,53,BJP,56020,2,0,Graduate,2128717,0,0
Azamgarh,MUBARAKPUR,GEN,AKHILESH YADAV,M,GEN,54,SP,70017,2,1,12th Pass,2090843,0,0
Moradabad,KANTH,GEN,ANEESURREHMAN,M,GEN,54,SP,73959,2,0,Graduate,15082505,8.00E+05,0
Ambedkar Nagar,TANDA,GEN,AZEEMUL HAQ PAHALWAN,M,GEN,54,SP,73043,2,0,Literate,25328525,0,0
Lalitpur,MEHRONI,SC,FERAN LAL,M,SC,54,BSP,59727,2,1,Literate,26735622,9884759,0
Ghazipur,JAKHANIAN,SC,GAREEB,M,SC,54,SP,79001,2,1,Post Graduate,3946803,0,0
Ballia,BELTHARA ROAD,SC,GORAKH PASWAN,M,SC,54,SP,59185,2,1,12th Pass,11168845,591654,0
Deoria,DEORIA,GEN,J.P. JAISWAL,M,GEN,54,SP,41794,2,1,Graduate,116501454,7500000,0
Amethi,GAURIGANJ,GEN,MOHAMMAD NAYEEM,M,GEN,54,INC,51496,2,2,Literate,8406274,5.00E+05,0
Allahabad,HANDIA,GEN,PRAMILA TRIPATHI,F,GEN,54,OTHERS,63920,2,0,12th Pass,43065859,8715000,0
Kanpur Nagar,KANPUR CANTT.,GEN,RAGHUNANDAN SINGH BHADAURIA,M,GEN,54,BJP,71805,2,0,Post Graduate,48369721,2474195,0
Rampur,BILASPUR,GEN,SANJAY KAPOOR,M,GEN,54,INC,76741,2,1,Graduate,61282000,2167000,0
Shahjahanpur,POWAYAN,SC,SHAKUNTLA DEVI,F,SC,54,SP,54218,2,0,Literate,39696991,8994027,0
Agra,FATEHPUR SIKRI,GEN,SURAJPAL SINGH,M,GEN,54,BSP,56249,2,0,Literate,20702367,4086811,0
Deoria,SALEMPUR,SC,VIJAY LAXMI GAUTAM,F,SC,54,SP,50521,2,0,Post Graduate,14800000,262000,0
Sitapur,MOHMOODABAD,GEN,ASHA MAURYA,F,GEN,55,BJP,79563,2,3,Graduate,45990465,0,0
Hardoi,SHAHABAD,GEN,ASIF KHAN,M,GEN,55,BSP,95364,2,0,Graduate,32563704,6187746,0
Hathras,SADABAD,GEN,DR ANIL CHAUDHARY,M,GEN,55,OTHERS,64775,2,1,Graduate,7357415,1.00E+06,0
Kaushambi,MANJHANPUR,SC,INDRAJEET SAROJ,M,SC,55,BSP,88658,2,0,Graduate,80823337,12276546,0
Saharanpur,BEHAT,GEN,MAHAVEER SINGH RANA,M,GEN,55,BJP,71449,2,0,Graduate,55663295,2985082,0
PILIBHIT,PURANPUR,SC,PEETAM RAM,M,SC,55,SP,89251,2,0,Literate,15063266,0,0
Sambhal,GUNNAUR,GEN,RAM KHILADI SINGH,M,GEN,55,SP,95958,2,0,Graduate,27676847,1812000,0
Bijnor,BIJNOR,GEN,RUCHI VIRA,F,GEN,55,SP,78267,2,0,Graduate,145052196,7.00E+06,0
Kanpur Nagar,KALYANPUR,GEN,SATISH KUMAR NIGAM,M,GEN,55,SP,63278,2,0,Post Graduate,72886175,0,0
Gautam Buddha Nagar,DADRI,GEN,SATVEER SINGH GURJAR,M,GEN,55,BSP,61049,2,0,Literate,13803362,0,0
Ghazipur,SAIDPUR,SC,VIDYASAGAR SONKAR,M,SC,55,BJP,67954,2,0,Graduate,39493483,0,0
Deoria,RUDRAPUR,GEN,AKHILESH PRATAP SINGH,M,GEN,56,INC,50965,2,0,Post Graduate,24209418,3532580,0
Basti,MAHADEWA,SC,DOODHRAM,M,SC,56,BSP,56545,2,0,Literate,20691732,9846000,0
Gonda,GONDA,GEN,MO. JALEEL KHAN,M,GEN,56,BSP,46576,2,2,Literate,17342588,135282,0
Sitapur,SITAPUR,GEN,RADHEY SHYAM JAISWAL,M,GEN,56,SP,74011,2,6,Literate,30574181,717188,0
Hardoi,HARDOI,GEN,RAJA BUX SINGH,M,GEN,56,BJP,92626,2,1,Graduate,22127000,5.00E+05,0
Basti,RUDHAULI,GEN,RAJENDRA PRASAD CHAUDHARY,M,GEN,56,BSP,68423,2,0,Post Graduate,37771191,2089628,0
Varanasi,VARANASI SOUTH,GEN,RAJESH MISHRA,M,GEN,56,INC,75334,2,1,Doctorate,14892575,3034266,0
Hardoi,GOPAMAU,SC,RAJESHWARI,F,SC,56,SP,56493,2,0,12th Pass,19455000,0,0
Baharaich,NANPARA,GEN,SRI WARIS ALI,M,GEN,56,INC,67643,2,0,Post Graduate,28136068,3521148,0
Aligarh,BARAULI,GEN,THAKUR JAIVIR SINGH,M,GEN,56,BSP,86782,2,0,Post Graduate,99939559,4934388,0
Ghaziabad,MODI NAGAR,GEN,WAHAB,M,GEN,56,BSP,42049,2,1,Literate,77249000,0,0
Kasganj,KASGANJ,GEN,HASRAT ULLAH SHERVANI,M,GEN,57,SP,49878,2,1,12th Pass,63729264,1304600,0
Jaunpur,BADLAPUR,GEN,LALJI YADAVA,M,GEN,57,BSP,57865,2,2,Post Graduate,25767500,2.50E+07,0
Farrukhabad,FARRUKHABAD,GEN,MOHD. UMAR KHAN,M,GEN,57,BSP,48199,2,0,Graduate,165322871,76913716,0
Shamli,KAIRANA,GEN,MRIGANKA SINGH,F,GEN,57,BJP,77668,2,0,Post Graduate,29047652,8200000,0
Mau,MUHAMMADABAD-GOHNA,GEN,RAJENDRA KUMAR,M,SC,57,BSP,72955,2,1,Graduate,20787906,6.00E+05,0
Firozabad,TUNDLA,SC,RAKESH BABU,M,SC,57,BSP,62514,2,0,Post Graduate,11387905,0,0
Ballia,RASARA,GEN,RAM IQBAL,M,GEN,57,BJP,58385,2,5,Graduate,39546150,13209183,0
Allahabad,KORAON,SC,RAM KRIPAL,M,SC,57,INC,46731,2,2,Graduate,3480999,1.00E+05,0
Barabanki,BARABANKI,GEN,SURENDRA SINGH,M,GEN,57,BSP,69748,2,0,Graduate,78211592,3955000,0
Rampur,MILAK,SC,VIJAY SINGH,M,SC,57,SP,73194,2,0,Literate,2.00E+05,0,0
Baharaich,MATERA,GEN,ARUN VEER SINGH,M,GEN,58,BJP,77593,2,0,Graduate,76734011,0,0
Mainpuri,MAINPURI,GEN,ASHOK KUMAR,M,GEN,58,BJP,66956,2,0,12th Pass,1883840,2.00E+05,0
Meerut,MEERUT SOUTH,GEN,HAJI MOHAMMAD YAQUB,M,GEN,58,BSP,77830,2,4,Literate,76686715,159075,0
Saharanpur,SAHARANPUR,GEN,JAGPAL SINGH,M,SC,58,BSP,75365,2,0,12th Pass,21126970,4.00E+05,0
Amroha,DHANAURA,SC,JAGRAM SINGH,M,SC,58,SP,64714,2,1,Graduate,8520501,0,0
Firozabad,SIRSAGANJ,GEN,JAIVEER SINGH,M,GEN,58,BJP,79605,2,0,12th Pass,133263581,40000,0
Mirzapur,MIRZAPUR,GEN,KAILASH NATH CHAURASIYA,M,GEN,58,SP,51784,2,5,Literate,29358660,0,0
Fatehpur,JAHANABAD,GEN,MADANGOPAL VERMA,M,GEN,58,SP,33832,2,1,12th Pass,33835428,4316813,0
Kanpur Nagar,BITHOOR,GEN,MUNINDRA SHUKLA,M,SC,58,SP,54302,2,3,12th Pass,19605232,985250,0
PILIBHIT,PILIBHIT,GEN,RIAZ AHMAD,M,GEN,58,SP,93130,2,0,Post Graduate,40911025,2495000,0
Gonda,COLONELGANJ,GEN,YOGESH PRATAP SINGH,M,GEN,58,SP,54462,2,0,Graduate,158954284,13100000,0
Unnao,BANGERMAU,GEN,BADALOO KHAN,M,GEN,59,SP,59330,2,0,12th Pass,43930463,7610000,0
Gonda,KATRA BAZAR,GEN,BAIJ NATH,M,GEN,59,SP,61284,2,1,Graduate,21642569,1739543,0
Sultanpur,KADIPUR,SC,BHAGELURAM,M,SC,59,BSP,60749,2,0,Graduate,38308224,3774936,0
Maharajganj,PANIYRA,GEN,GANESH SHANKAR PANDEY,M,GEN,59,BSP,51817,2,0,Graduate,94998858,0,0
Bijnor,BARHAPUR,GEN,HUSAIN AHMAD,M,GEN,59,INC,68920,2,2,Literate,5760000,4.00E+05,0
Kheri,NIGHASAN,GEN,KRISHNA GOPAL PATEL,M,GEN,59,SP,61364,2,4,Post Graduate,38330151,1148755,0
Allahabad,PHULPUR,GEN,MANSOOR ALAM,M,GEN,59,SP,67299,2,1,Graduate,8625847,2226857,0
Auraiya,DIBIYAPUR,GEN,PRADEEP KUMAR YADAV,M,GEN,59,SP,59386,2,0,Graduate,34747006,2824047,0
Bareilly,BAREILLY,GEN,PREM PRAKASH AGARWAL,M,GEN,59,INC,86559,2,0,Post Graduate,133502407,10898971,0
Kushinagar,RAMKOLA,SC,PURNWASI,M,SC,59,SP,47053,2,1,Literate,9625305,2312702,0
Agra,FATEHABAD,GEN,RAJENDRA SINGH,M,GEN,59,SP,67596,2,0,Post Graduate,27569968,5243833,0
Maharajganj,SISWA,GEN,SHIVENDRA SINGH,M,GEN,59,SP,54698,2,1,Graduate,62846982,0,0
Balrampur,BALRAMPUR,SC,SHIVLAL,M,SC,59,INC,64541,2,0,12th Pass,3294117,0,0
Varanasi,SEVAPURI,GEN,SURENDRA SINGH PATEL,M,GEN,59,SP,54241,2,2,Literate,35388932,2049765,0
Sultanpur,LAMBHUA,GEN,VINOD SINGH,M,GEN,59,BSP,65724,2,1,Graduate,87511951,3847771,0
Kheri,DHAURAHRA,GEN,YESHPAL SINGH CHAUDHARI,M,GEN,59,SP,76456,2,0,Graduate,42563627,16300000,0
Hardoi,SANDILA,GEN,ABDUL MANNAN,M,GEN,60,SP,69959,2,0,Graduate,25422000,3.00E+06,0
Mau,MADHUBAN,GEN,AMRESH CHAND,M,GEN,60,INC,56823,2,0,Post Graduate,2190611,0,0
Varanasi,VARANASI CANTT.,GEN,ANIL SRIVASTAV,M,GEN,60,INC,71283,2,6,Post Graduate,50973488,4650690,0
Hathras,SIKANDRA RAO,GEN,BANI SINGH BAGHEL,M,GEN,60,BSP,61357,2,0,Graduate,13802294,1166432,0
Bareilly,NAWABGANJ,GEN,BHAGWAT SARAN GANGWAR,M,GEN,60,SP,54569,2,1,12th Pass,26724479,0,0
Muzaffarnagar,PURQAZI,SC,DEEPAK KUMAR,M,SC,60,INC,66238,2,0,Graduate,32456900,1530000,0
Sambhal,SAMBHAL,GEN,DR. ARVIND,M,GEN,60,BJP,59976,2,0,Post Graduate,158928910,42081520,0
Moradabad,MORADABAD NAGAR,GEN,MOHAMMAD YUSUF ANSARI,M,GEN,60,SP,120274,2,0,Literate,48357329,2010938,0
Barabanki,DARIYABAD,GEN,RAJEEV KUMAR SINGH,M,GEN,60,SP,68487,2,0,Literate,24384975,1154890,0
Bareilly,MEERGANJ,GEN,SULTAN BEG,M,GEN,60,BSP,54289,2,2,Post Graduate,15652254,1074902,0
Kaushambi,SIRATHU,GEN,VACHASPATI,M,SC,60,SP,52418,2,0,Post Graduate,71155611,0,0
Bulandsahar,KHURJA,SC,ARJUN SINGH,M,SC,61,BSP,55194,2,1,Post Graduate,36133631,0,0
Fatehpur,AYAH SHAH,GEN,AYODHYA PRASAD,M,GEN,61,SP,29238,2,2,12th Pass,33616337,9557847,0
Banda,TINDWARI,GEN,JAGDISH PRASAD,M,GEN,61,BSP,44790,2,0,Graduate,11465000,0,0
Azamgarh,SAGRI,GEN,JAIRAM PATEL,M,GEN,61,SP,56728,2,0,Graduate,7501010,0,0
Bulandsahar,BULANDSHAHR,GEN,MOH ALEEM KHAN,M,GEN,61,BSP,88454,2,2,Literate,31247224,0,0
Bareilly,BAREILLY CANTT.,GEN,MUJAHID HASSAN KHAN,M,GEN,61,INC,75777,2,0,Literate,6546907,0,0
Mathura,MATHURA,GEN,PRADEEP MATHUR,M,GEN,61,INC,42200,2,0,Illiterate,32437428,2938794,0
Moradabad,THAKURDWARA,GEN,RAJPAL SINGH CHAUHAN,M,GEN,61,BJP,94456,2,1,Post Graduate,28863074,2890000,0
Lucknow,MOHANLALGANJ,SC,RAM BAHADUR,M,SC,61,BSP,71044,2,0,Post Graduate,95710000,0,0
Sitapur,HARGAON,SC,RAMHET BHARTI,M,SC,61,BSP,56685,2,0,Post Graduate,13217572,369000,0
Lucknow,LUCKNOW CENTRAL,GEN,RAVIDAS MEHROTRA,M,GEN,61,SP,73306,2,13,Graduate,9372605,0,0
Kanpur Nagar,ARYA NAGAR,GEN,SALIL VISHNOI,M,GEN,61,BJP,65270,2,0,Graduate,32382770,4287390,0
Bareilly,BITHARI CHAINPUR,GEN,VEER PAL SINGH YADAV,M,GEN,61,SP,76886,2,2,Graduate,39332880,0,0
Sonbhadra,DUDDHI,ST,VIJAY SINGH GOND,M,ST,61,BSP,63314,2,1,Graduate,18212097,0,0
Balrampur,GAINSARI,GEN,ALAUDDIN,M,GEN,62,BSP,53413,2,1,Literate,22180166,2588553,0
Allahabad,PHAPHAMAU,GEN,ANSAR AHMAD,M,GEN,62,SP,57254,2,0,Literate,53371112,671646,0
Bijnor,CHANDPUR,GEN,MOHAMMAD IQBAL,M,GEN,62,BSP,56696,2,2,12th Pass,75029371,0,0
Muzaffarnagar,BUDHANA,GEN,PRAMOD TYAGI,M,GEN,62,SP,84580,2,0,Graduate,28859396,1175000,0
Allahabad,MEJA,GEN,RAM SEWAK SINGH,M,GEN,62,SP,47964,2,1,Literate,17491196,0,0
Meerut,KITHORE,GEN,SHAHID MANZOOR,M,GEN,62,SP,79800,2,0,Post Graduate,32436217,0,0
Bijnor,NEHTAUR,SC,MUNNALAL PREMI,M,SC,63,INC,53493,2,0,Illiterate,5342284,0,0
Basti,KAPTANGANJ,GEN,RAM PRASAD CHAUDHARY,M,GEN,63,BSP,63700,2,2,Illiterate,59136344,0,0
Deoria,PATHARDEVA,GEN,SHAKIR ALI,M,GEN,63,SP,56815,2,2,Graduate,44405717,0,0
Azamgarh,NIZAMABAD,GEN,CHANDRA DEV RAM,M,GEN,64,BSP,48745,2,2,Post Graduate,16261696,0,0
Hapur,HAPUR,SC,GAJRAJ SINGH,M,SC,64,INC,69526,2,0,Literate,60790468,1200000,0
Meerut,SIWALKHAS,GEN,GULAM MOHAMMAD,M,GEN,64,SP,61421,2,0,Post Graduate,22912312,7294153,0
Ghazipur,ZAHOORABAD,GEN,KALICHARAN,M,GEN,64,BSP,68502,2,0,Literate,5460217,1.00E+06,0
Shrawasti,SHRAWASTI,GEN,MOHD. RAMZAN,M,GEN,64,SP,78992,2,0,Literate,60663858,0,0
Rampur,RAMPUR,GEN,SHIV BAHADUR SAXENA,M,GEN,64,BJP,55258,2,1,12th Pass,19045660,1207687,0
Ghazipur,MOHAMMADABAD,GEN,SIBGATULLA ANSARI,M,GEN,64,BSP,89429,2,0,Graduate,46388220,0,0
Kannauj,KANNAUJ,SC,BANWARI LAL DOHARE,M,SC,65,BJP,97181,2,1,Graduate,19961594,210000,0
Muzaffarnagar,MEERAPUR,GEN,LIYAKAT ALI,M,GEN,65,SP,68842,2,0,Literate,5725000,0,0
Sambhal,ASMOLI,GEN,NARENDRA SINGH,M,GEN,65,BJP,76484,2,2,12th Pass,19079562,1300000,0
Etah,ALIGANJ,GEN,RAMESHWAR SINGH YADAV,M,GEN,65,SP,74844,2,4,Literate,159904238,3877840,0
Jaunpur,ZAFRABAD,GEN,SHACHINDRA NATH TRIPATHI,M,GEN,65,SP,61124,2,1,12th Pass,62423525,23940983,0
Bijnor,DHAMPUR,GEN,THA. MOOL CHAND CHAUHAN,M,GEN,65,SP,64305,2,2,Post Graduate,37877739,2089361,0
Gautam Buddha Nagar,JEWAR,GEN,VEDRAM BHATI,M,GEN,65,BSP,80806,2,0,Graduate,82203100,0,0
Ballia,PHEPHANA,GEN,AMBIKA CHOUDHARY,M,GEN,66,BSP,52691,2,0,Graduate,141134466,12320725,0
Allahabad,ALLAHABAD NORTH,GEN,ANUGRAH NARAYAN SINGH,M,GEN,66,INC,54166,2,0,Graduate,11955375,0,0
Meerut,MEERUT,GEN,LAXMIKANT BAJPAI,M,GEN,66,BJP,74448,2,2,Graduate,21178229,865055,0
Gonda,GAURA,GEN,RAM PRATAP SINGH,M,GEN,66,SP,42600,2,4,Graduate,1860535,460260,0
Baharaich,BAHARAICH,GEN,RUBAB SAYEDA,F,GEN,66,SP,80777,2,0,Post Graduate,99312472,59400000,0
Hamirpur,RATH,SC,GAYADEEN ANURAGI,M,SC,67,INC,42883,2,0,Post Graduate,6260771,0,0
Mirzapur,CHUNAR,GEN,JAGTAMBA SINGH PATEL,M,GEN,67,SP,43380,2,0,Post Graduate,4825595,0,0
Farrukhabad,AMRITPUR,GEN,NARENDRA SINGH YADAV,M,GEN,67,SP,52995,2,0,Post Graduate,68236987,0,0
Bijnor,NAGINA,SC,OMWATI DEVI,F,SC,67,BJP,69178,2,0,Literate,33270845,0,0
Kasganj,AMANPUR,GEN,VIRENDRA SINGH SOLANKI,M,GEN,67,SP,43395,2,0,Post Graduate,20380000,0,0
Azamgarh,LALGANJ,SC,DAROGA PRASAD SAROJ,M,SC,68,BJP,70488,2,4,Graduate,21655081,0,0
Ghazipur,JANGIPUR,GEN,RAM NARESH KUSHWAHA,M,GEN,68,BJP,68202,2,0,Post Graduate,9653441,0,0
Shahjahanpur,DADRAUL,GEN,RAMMURTEE SINGH VERMA,M,GEN,69,SP,69037,2,0,Graduate,17583274,0,0
Kushinagar,TAMKUHI RAJ,GEN,JAGADISH MISHRA  ALIAS  BALTI BABA,M,GEN,70,BJP,43097,2,0,Graduate,56630000,0,0
Baghpat,BARAUT,GEN,SAHAB SINGH,M,GEN,70,OTHERS,52941,2,2,Graduate,55117487,483386,0
Jhansi,JHANSI NAGAR,GEN,SITA RAM KUSHWAHA,M,GEN,70,BSP,62095,2,0,12th Pass,26391000,40000,0
Faizabad,MILKIPUR,SC,AWADHESH PRASAD,M,SC,72,SP,58684,2,1,Post Graduate,27261151,1.00E+06,0
Barabanki,KURSI,GEN,FAREED MAHFOOZ KIDWAI,M,GEN,72,SP,79724,2,0,Post Graduate,30780447,0,0
Aligarh,ALIGARH,GEN,ZAFAR ALAM,M,GEN,72,SP,98312,2,0,Graduate,409469000,306000,0
Bareilly,FARIDPUR,SC,DR. SIYA RAM SAGAR,M,SC,74,SP,58935,2,0,Illiterate,1553000,0,0
Ghaziabad,GHAZIABAD,GEN,SURESH BANSAL,M,GEN,74,BSP,53696,2,0,Post Graduate,108145684,0,0
Kannauj,TIRWA,GEN,VIJAY BAHADUR PAL,M,GEN,76,SP,76217,2,0,Post Graduate,2117377,0,0
Kushinagar,FAZILNAGAR,GEN,VISHWNATH,M,GEN,78,SP,60856,2,0,Post Graduate,27492222,0,0
Gonda,KATRA BAZAR,GEN,MASOOD AALAM KHAN,M,GEN,25,BSP,55947,3,2,Graduate,11784107,2347148,0
Moradabad,MORADABAD RURAL,GEN,MOHD KAMRANUL HAQ,M,GEN,25,OTHERS,23404,3,0,Post Graduate,3117000,0,0
Baharaich,MATERA,GEN,SULTAN AHMAD KHAN,M,GEN,25,BSP,33482,3,1,Post Graduate,238000,0,0
Kanpur Nagar,KALYANPUR,GEN,DEEPU KUMAR,M,GEN,26,BSP,25706,3,0,Graduate,7525817,546375,0
Gorakhpur,PIPRAICH,GEN,AMRENDRA NISHAD,M,GEN,27,SP,51031,3,0,Graduate,13853893,347435,0
Bijnor,NEHTAUR,SC,VIVEK SINGH,M,SC,27,BSP,47059,3,0,Post Graduate,42538051,0,0
Ballia,BANSDIH,GEN,ARVIND RAJBHAR,M,GEN,28,OTHERS,40234,3,1,Post Graduate,296343,0,0
Sambhal,SAMBHAL,GEN,JIYAURRAHMAN,M,GEN,29,OTHERS,59336,3,0,Graduate,4450379,0,0
Mirzapur,MAJHAWAN,GEN,ROHIT SHUKLA,M,GEN,29,SP,44212,3,2,Post Graduate,4575958,0,0
Kanpur Nagar,KIDWAI NAGAR,GEN,SANDEEP KUMAR,M,GEN,29,BSP,13273,3,1,Post Graduate,81926320,18740500,0
Aligarh,IGLAS,SC,SULEKHA SINGH,F,SC,29,OTHERS,28141,3,0,12th Pass,7896000,65000,0
Bareilly,AONLA,GEN,AGAM KUMAR MAURYA,M,GEN,30,BSP,54192,3,0,Graduate,9315009,470541,0
Kannauj,KANNAUJ,SC,ANURAG SINGH,M,SC,30,BSP,44182,3,2,Post Graduate,131070498,51807467,0
Kanpur Nagar,SISHAMAU,GEN,NAND LAL SINGH,M,SC,30,BSP,11949,3,0,Illiterate,10375576,259200,0
Gonda,MEHNAUN,GEN,RAHUL SHUKLA,M,GEN,30,SP,42526,3,0,Graduate,3200913,0,0
Unnao,BHAGWANTNAGAR,GEN,ANKIT PARIHAR,M,GEN,31,INC,49605,3,0,Graduate,3124484,0,0
Sultanpur,SADAR,GEN,ARUN VERMA,M,GEN,31,SP,49692,3,1,12th Pass,6026353,0,0
Budaun,DATAGANJ,GEN,CAPTAIN ARJUN SINGH,M,GEN,31,OTHERS,39029,3,0,Graduate,21341747,8946161,0
Rae Bareli,HARCHANDPUR,GEN,MANISH KUMAR SINGH,M,GEN,31,BSP,45057,3,4,Graduate,43593894,15032342,0
Aligarh,KHAIR,SC,OM PAL SINGH,M,SC,31,OTHERS,41888,3,0,Graduate,3008564,0,0
Deoria,BARHAJ,GEN,PURNENDU TIWARI URF P.D.TIWARI,M,GEN,31,SP,27761,3,1,Post Graduate,4811067,0,0
Amethi,AMETHI,GEN,RAM JI,M,GEN,31,BSP,30175,3,0,12th Pass,26976553,936094,0
Bijnor,NAGINA,SC,VIRENDRA PAL,M,SC,31,BSP,49693,3,0,Post Graduate,11569798,0,0
Rae Bareli,UNCHAHAR,GEN,VIVEK VIKRAM SINGH,M,GEN,31,BSP,45356,3,0,Graduate,44217904,16652290,0
Kasganj,AMANPUR,GEN,DEV PRAKASH,M,GEN,32,BSP,33166,3,1,Graduate,22877302,5.00E+05,0
Meerut,SARDHANA,GEN,HAFIZ IMRAN YAQOOB,M,GEN,32,BSP,57239,3,6,Literate,40645513,0,0
Maharajganj,SISWA,GEN,RAGHVENDRA PRATAP,M,GEN,32,BSP,46185,3,2,Graduate,104386275,0,0
Ghazipur,JAKHANIAN,SC,SANJIV KUMAR,M,SC,32,BSP,67077,3,0,Graduate,8795105,0,0
Bulandsahar,SHIKARPUR,GEN,UDAI KARAN SINGH DALAL,M,GEN,32,INC,32914,3,0,Post Graduate,94571542,57894185,0
Sonbhadra,DUDDHI,ST,ANIL KUMAR SINGH,M,ST,33,INC,46090,3,0,12th Pass,8.00E+05,0,0
Allahabad,HANDIA,GEN,NIDHI YADAV,F,GEN,33,SP,55403,3,0,Post Graduate,16210012,29766,0
Kheri,SRI NAGAR,SC,N-O-T-A,M,SC,33,BSP,44757,3,0,Illiterate,0,0,0
Jhansi,JHANSI NAGAR,GEN,RAHUL RAI,M,GEN,33,INC,51242,3,2,Graduate,21765289,4952017,0
Bulandsahar,SIKANDRABAD,GEN,RAHUL YADAV,M,GEN,33,SP,48910,3,0,Illiterate,252420000,0,0
Hathras,HATHRAS,SC,RAJESH RAJ JEEVAN,M,SC,33,INC,27301,3,0,Post Graduate,150953,0,0
Ghazipur,SAIDPUR,SC,RAJIV KIRAN,M,SC,33,BSP,59726,3,0,Post Graduate,11033000,680000,0
Siddharthnagar,DOMARIYAGANJ,GEN,RAM KUMAR URF CHINKU YADAV,M,GEN,33,SP,52222,3,0,12th Pass,21299899,1764008,0
Varanasi,VARANASI CANTT.,GEN,RIZWAN AHMAD,M,GEN,33,BSP,14118,3,0,12th Pass,3114500,32285,0
Muzaffarnagar,KHATAULI,GEN,SHIVAN SINGH SAINI,M,GEN,33,BSP,37380,3,0,12th Pass,60035151,2455922,0
Sonbhadra,OBRA (ST),ST,VIRENDRA PRATAP SINGH,M,ST,33,BSP,29113,3,0,Graduate,427617,0,0
Kheri,GOLA GOKRANNATH,GEN,BRIJ SWAROOP KANAUJIA,M,GEN,34,BSP,51542,3,0,Post Graduate,4223898,0,0
Faizabad,AYODHYA,GEN,MO. BAZMI SIDDEKE,M,GEN,34,BSP,39554,3,4,Literate,574504,0,0
Etah,JALESAR,SC,MOHAN SINGH HAPPY,M,SC,34,BSP,35817,3,1,Literate,3233500,0,0
Fatehpur,FATEHPUR,GEN,SAMEER TRIVEDI,M,GEN,34,BSP,35548,3,0,Graduate,40785187,3089450,0
Hamirpur,HAMIRPUR,GEN,SANJEEV KUMAR URF SANJAY DIXIT,M,GEN,34,BSP,60543,3,1,Graduate,32558073,0,0
Chandauli,SAKALDIHA,GEN,UPENDRA,M,GEN,34,BSP,52175,3,13,Post Graduate,26149484,7716965,0
Kushinagar,KHADDA,GEN,VIJENDRA PAL YADAV,M,GEN,34,SP,34982,3,0,Graduate,8292650,1593000,0
